Vv_stef,2000,1000,gt-001
rank,node,Fabs,Frel,Class
519,VIT_08s0007g03710,945,0.114851725814,??
520,VIT_14s0060g00680,942,0.114710180224,??
521,VIT_10s0003g01940,948,0.114548090865,??
522,VIT_16s0039g00900,949,0.114392478303,??
523,VIT_01s0010g03470,947,0.114206464062,??
524,VIT_10s0092g00480,940,0.114133074308,??
525,VIT_09s0002g03770,947,0.113822115385,??
526,VIT_07s0031g00500,933,0.113393291201,??
527,VIT_05s0062g00520,936,0.113372093023,??
528,VIT_17s0000g02130,923,0.112836185819,??
529,VIT_12s0142g00640,933,0.112790135397,??
530,VIT_09s0002g08650,932,0.112723754233,??
531,VIT_07s0005g02360,928,0.11245758604,??
532,VIT_18s0041g02320,926,0.112215220553,??
533,VIT_01s0011g00140,926,0.112052274927,??
534,VIT_02s0012g02820,923,0.112014563107,??
535,VIT_06s0004g06060,926,0.111620057859,??
536,VIT_08s0007g08680,915,0.111259727626,??
537,VIT_19s0014g01900,921,0.111070911722,??
538,VIT_08s0007g07240,917,0.11096321394,??
539,VIT_14s0006g01840,912,0.11030478955,??
540,VIT_01s0127g00340,899,0.109420642648,??
541,VIT_00s0286g00110,905,0.109405222437,??
542,VIT_18s0001g11160,900,0.109276347742,??
543,VIT_18s0001g12010,899,0.109261059796,??
544,VIT_17s0000g02230,894,0.108653378707,??
545,VIT_10s0116g00680,902,0.108361364728,??
546,VIT_05s0020g01240,894,0.108284883721,??
547,VIT_16s0050g01900,893,0.10816375969,??
548,VIT_18s0166g00300,898,0.108140655106,??
549,VIT_04s0044g00500,893,0.108059051307,??
550,VIT_14s0128g00790,894,0.107971014493,??
551,VIT_14s0060g02330,886,0.107785888078,??
552,VIT_05s0077g00820,879,0.107299804688,??
553,VIT_07s0141g01050,885,0.107298739088,??
554,VIT_00s0194g00140,878,0.106812652068,??
555,VIT_18s0001g14760,875,0.106551388212,??
556,VIT_05s0020g02160,882,0.106213872832,??
557,VIT_06s0004g06240,872,0.10592808552,??
558,VIT_08s0007g00890,878,0.105681271064,??
559,VIT_11s0016g02150,863,0.105656219393,??
560,VIT_17s0000g02830,871,0.105652595827,??
561,VIT_09s0002g03780,874,0.105606573224,??
562,VIT_03s0063g02660,871,0.105244079265,??
563,VIT_18s0001g06640,866,0.105199222546,??
564,VIT_11s0037g01290,866,0.10514813016,??
565,VIT_08s0040g02970,867,0.105116391853,??
566,VIT_04s0008g06370,865,0.105026711996,??
567,VIT_03s0063g01600,867,0.104963680387,??
568,VIT_19s0014g01780,863,0.104327852998,??
569,VIT_13s0019g03660,855,0.103964007782,??
570,VIT_07s0005g00510,861,0.103684971098,??
571,VIT_01s0026g02600,855,0.103510895884,??
572,VIT_00s0484g00020,854,0.103140096618,??
573,VIT_10s0003g00800,854,0.102990834539,??
574,VIT_02s0025g02250,846,0.102620087336,??
575,VIT_12s0034g02570,845,0.102399418323,??
576,VIT_08s0058g01030,844,0.102278235579,??
577,VIT_00s1536g00010,839,0.101328502415,??
578,VIT_11s0016g04270,832,0.101315148563,??
579,VIT_12s0035g00010,838,0.101305609284,??
580,VIT_07s0005g06300,835,0.1012857836,??
581,VIT_09s0054g00690,837,0.100940665702,??
582,VIT_11s0118g00700,830,0.100875060768,??
583,VIT_02s0012g02810,831,0.100556631171,??
584,VIT_14s0068g00150,826,0.100388915897,??
585,VIT_05s0049g01200,820,0.10009765625,??
586,VIT_06s0061g01550,825,0.0999757634513,??
587,VIT_15s0046g03540,827,0.0997828185328,??
588,VIT_08s0007g07090,820,0.0996596985902,??
589,VIT_00s1663g00010,815,0.0991966893866,??
590,VIT_03s0038g04730,820,0.0991775520077,??
591,VIT_07s0104g01440,815,0.0990520175012,??
592,VIT_08s0007g02600,815,0.0987160852713,??
593,VIT_06s0009g03350,811,0.0986618004866,??
594,VIT_00s0391g00040,811,0.0986138132296,??
595,VIT_01s0026g02280,809,0.0983706225681,??
596,VIT_08s0007g04120,809,0.0982272948033,??
597,VIT_08s0105g00450,805,0.0981228668942,??
598,VIT_12s0035g00300,809,0.0972823472823,??
599,VIT_13s0019g04970,801,0.0972087378641,??
600,VIT_06s0004g08180,796,0.0970731707317,??
601,VIT_03s0038g03520,796,0.0966958211856,??
602,VIT_00s0267g00030,794,0.0964060223409,??
603,VIT_04s0023g00930,796,0.0961817303045,??
604,VIT_14s0128g00400,798,0.0961445783133,??
605,VIT_04s0008g05530,792,0.0959767329132,??
606,VIT_04s0023g02230,790,0.0955953533398,??
607,VIT_10s0092g00370,785,0.0953595724004,??
608,VIT_12s0059g00110<br>VIT_12s0059g00080<br>VIT_12s0059g00100,784,0.0953307392996,??
609,VIT_08s0007g04100,786,0.0952958292919,??
610,VIT_12s0028g01560,786,0.0951573849879,??
611,VIT_03s0088g00470,781,0.0949197860963,??
612,VIT_10s0071g00270,771,0.0941621885686,??
613,VIT_16s0050g00280,779,0.0938554216867,??
614,VIT_04s0023g01590,775,0.0937348814707,??
615,VIT_12s0028g03760,770,0.0935828877005,??
616,VIT_16s0039g01040,768,0.0933398152649,??
617,VIT_07s0031g02440,768,0.093023255814,??
618,VIT_18s0001g01250,765,0.0929300291545,??
619,VIT_03s0038g02060,763,0.0927772373541,??
620,VIT_03s0063g00410,770,0.0927710843373,??
621,VIT_13s0019g03490,769,0.0925168431184,??
622,VIT_06s0009g01210,766,0.0924227799228,??
623,VIT_06s0004g03020,762,0.0923860329777,??
624,VIT_16s0100g01150,761,0.0920416061925,??
625,VIT_09s0002g01080,758,0.0919902912621,??
626,VIT_02s0241g00060,754,0.0914604560893,??
627,VIT_13s0019g03210,751,0.0912293488824,??
628,VIT_14s0081g00110,753,0.0911181026137,??
629,VIT_00s0225g00100,750,0.0907550822846,??
630,VIT_10s0003g00780,745,0.0902374031008,??
631,VIT_19s0090g00750,739,0.0899902581588,??
632,VIT_11s0016g02910,739,0.089902676399,??
633,VIT_01s0010g01870,739,0.0897280233123,??
634,VIT_14s0006g02320,739,0.0896409509947,??
635,VIT_16s0039g02720,739,0.0891650579151,??
636,VIT_18s0001g08690,733,0.0890427599611,??
637,VIT_03s0063g01480,732,0.0889212827988,??
638,VIT_13s0019g01980,733,0.0886121856867,??
639,VIT_19s0014g00090,732,0.0885769603098,??
640,VIT_15s0048g02000,729,0.0883850630456,??
641,VIT_16s0100g00070,725,0.0880281690141,??
642,VIT_14s0068g02010,725,0.0879854368932,??
643,VIT_19s0014g03820,724,0.0879067508499,??
644,VIT_11s0016g01490,725,0.0876027066216,??
645,VIT_04s0079g00690,722,0.0875788452208,??
646,VIT_07s0255g00060,726,0.0875542691751,??
647,VIT_05s0062g00700,727,0.0875481695568,??
648,VIT_02s0012g00580,719,0.0872572815534,??
649,VIT_14s0066g00480,715,0.0872376769156,??
650,VIT_15s0048g01990,717,0.0869723435226,??
651,VIT_05s0020g00970,717,0.0865523901497,??
652,VIT_11s0103g00210,715,0.0865198451113,??
653,VIT_07s0005g03310,715,0.0864361702128,??
654,VIT_00s0586g00020,715,0.0863109608885,??
655,VIT_09s0002g05930,712,0.0859488169966,??
656,VIT_08s0040g01130,705,0.0858918128655,??
657,VIT_13s0019g03180,709,0.085793804453,??
658,VIT_08s0056g00050,712,0.0857831325301,??
659,VIT_04s0044g01650,702,0.0856515373353,??
660,VIT_08s0058g01320,699,0.085243902439,??
661,VIT_13s0064g01640,707,0.0850987000481,??
662,VIT_03s0038g01960,703,0.0849033816425,??
663,VIT_12s0028g00120,700,0.0848690591659,??
664,VIT_04s0069g00360,700,0.0847457627119,??
665,VIT_05s0077g00530,702,0.0847416706905,??
666,VIT_10s0003g02280,697,0.0847107438017,??
667,VIT_03s0110g00100,697,0.0845463367297,??
668,VIT_09s0054g00960,697,0.084382566586,??
669,VIT_01s0244g00010,697,0.084382566586,??
670,VIT_01s0011g00790,695,0.0843037360505,??
671,VIT_16s0050g02430,695,0.0842628516004,??
672,VIT_15s0021g02680,698,0.084258812168,??
673,VIT_03s0038g02290,686,0.0835769980507,??
674,VIT_18s0001g04180,688,0.0834141610087,??
675,VIT_13s0067g01780,687,0.0832525448376,??
676,VIT_15s0021g02690,684,0.0831307729703,??
677,VIT_16s0013g00700,682,0.0827669902913,??
678,VIT_13s0106g00700,674,0.0823155837811,??
679,VIT_06s0061g01050,678,0.0820029027576,??
680,VIT_19s0014g04880,676,0.0816030902945,??
681,VIT_08s0007g04580,674,0.081598062954,??
682,VIT_12s0035g00900,673,0.0815955383123,??
683,VIT_18s0001g09920,669,0.0814661471018,??
684,VIT_07s0005g01470,675,0.0812469908522,??
685,VIT_11s0016g03500,665,0.0812164142648,??
686,VIT_05s0077g01390,675,0.081207892204,??
687,VIT_07s0005g05180,671,0.0811955469506,??
688,VIT_19s0177g00270,673,0.081162566329,??
689,VIT_02s0087g00490,669,0.0810712554532,??
690,VIT_18s0001g07640,669,0.0810712554532,??
691,VIT_19s0014g05000,670,0.0809569840503,??
692,VIT_00s1333g00010,666,0.0803571428571,??
693,VIT_13s0106g00290,660,0.0801749271137,??
694,VIT_08s0007g06390,659,0.0801703163017,??
695,VIT_18s0001g09070,655,0.0797224926972,??
696,VIT_18s0089g00510,656,0.0796116504854,??
697,VIT_10s0003g00420,655,0.0794517224648,??
698,VIT_07s0031g00460,657,0.0794245647969,??
699,VIT_17s0000g10060,653,0.0794017509728,??
700,VIT_06s0004g07920,657,0.0793095123129,??
701,VIT_05s0020g04150,657,0.0793095123129,??
702,VIT_02s0025g05170,655,0.0791827852998,??
703,VIT_05s0020g01110,654,0.0791767554479,??
704,VIT_04s0008g04920,646,0.0787804878049,??
705,VIT_07s0141g00030,647,0.0785575522098,??
706,VIT_12s0057g00590,645,0.0784289883268,??
707,VIT_02s0025g04890,648,0.0784123910939,??
708,VIT_14s0108g01660,647,0.0781778637023,??
709,VIT_11s0037g01410,642,0.078026251823,??
710,VIT_06s0004g05730,642,0.0779883381924,??
711,VIT_16s0050g00020,643,0.0779582929195,??
712,VIT_08s0032g00530,642,0.077950461389,??
713,VIT_00s0246g00020,636,0.0770348837209,??
714,VIT_05s0051g00140,633,0.076969844358,??
715,VIT_06s0061g00220,637,0.0768581081081,??
716,VIT_16s0098g00970,629,0.0762979136342,??
717,VIT_05s0029g00630,630,0.0762342691191,??
718,VIT_04s0008g01250,629,0.0761132623427,??
719,VIT_04s0023g02840,630,0.0760135135135,??
720,VIT_16s0050g01930,628,0.0757722007722,??
721,VIT_02s0025g02550,622,0.0755955274672,??
722,VIT_11s0016g01160,619,0.0754142300195,??
723,VIT_07s0005g05660,620,0.075315840622,??
724,VIT_06s0004g01340,617,0.075280624695,??
725,VIT_00s0840g00010<br>VIT_00s1437g00010,622,0.075266214908,??
726,VIT_13s0064g00820,619,0.0752309188138,??
727,VIT_02s0033g00440,617,0.0750608272506,??
728,VIT_17s0000g02140,619,0.0750484966052,??
729,VIT_06s0009g02780,616,0.0749027237354,??
730,VIT_12s0028g01240,617,0.0747697527872,??
731,VIT_12s0035g00880,614,0.0745507527926,??
732,VIT_19s0085g00030,610,0.074462890625,??
733,VIT_17s0000g08990,615,0.0743831640058,??
734,VIT_14s0060g02690,612,0.0740920096852,??
735,VIT_19s0014g01290,613,0.0739623552124,??
736,VIT_14s0030g01950,608,0.0737148399612,??
737,VIT_14s0006g02990,607,0.0736650485437,??
738,VIT_15s0021g00520,609,0.0735152100435,??
739,VIT_07s0197g00250,607,0.0734511132623,??
740,VIT_17s0053g00780,606,0.0732946298984,??
741,VIT_07s0191g00120,601,0.0731143552311,??
742,VIT_04s0044g01730,606,0.0730824891462,??
743,VIT_13s0067g01930,602,0.0730228044639,??
744,VIT_08s0007g03990,596,0.0728250244379,??
745,VIT_05s0020g02390,604,0.0727710843373,??
746,VIT_17s0000g05000,600,0.0727449078565,??
747,VIT_05s0124g00330,599,0.0726589034449,??
748,VIT_03s0110g00300,599,0.0725532945736,??
749,VIT_04s0008g03100,598,0.0725376031053,??
750,VIT_02s0025g00750,597,0.0725218658892,??
751,VIT_15s0046g00520,597,0.0724866440019,??
752,VIT_10s0071g00580,595,0.0722789115646,??
753,VIT_03s0132g00450,595,0.0722087378641,??
754,VIT_11s0052g01600,591,0.071967851924,??
755,VIT_05s0102g00930,595,0.0719641993227,??
756,VIT_13s0064g01480,596,0.0716001922153,??
757,VIT_15s0021g01040,586,0.0712548638132,??
758,VIT_05s0094g00820,587,0.0712032993692,??
759,VIT_04s0008g03510,585,0.0708575581395,??
760,VIT_15s0046g02290,582,0.0707340787555,??
761,VIT_04s0044g01790,580,0.0706972208679,??
762,VIT_03s0038g02310,580,0.070593962999,??
763,VIT_08s0007g01500,581,0.0705439533754,??
764,VIT_17s0000g02860,580,0.0704225352113,??
765,VIT_16s0022g00840,579,0.0703352769679,??
766,VIT_04s0023g02650,573,0.0695726080622,??
767,VIT_01s0010g03860,571,0.0694985394352,??
768,VIT_13s0019g03390,572,0.0693501454898,??
769,VIT_09s0054g00530,566,0.0693287604116,??
770,VIT_02s0012g01670,570,0.0690741638391,??
771,VIT_16s0022g01970,563,0.0686585365854,??
772,VIT_11s0016g01280,561,0.0685148998534,??
773,VIT_01s0011g02800,565,0.068335752298,??
774,VIT_16s0050g01970,561,0.068314661471,??
775,VIT_13s0084g00800,561,0.0682149805447,??
776,VIT_06s0004g06960,560,0.0681265206813,??
777,VIT_07s0005g00410,562,0.0680387409201,??
778,VIT_13s0067g03050,558,0.0679493424257,??
779,VIT_16s0013g00520,556,0.0679042501221,??
780,VIT_05s0020g04500,558,0.0678832116788,??
781,VIT_05s0020g04490,563,0.0677008177008,??
782,VIT_17s0000g01550,559,0.067316955684,??
783,VIT_14s0030g01330,552,0.0672842515846,??
784,VIT_03s0038g03550,556,0.0672472181906,??
785,VIT_08s0058g01230,552,0.0672187043351,??
786,VIT_18s0001g11350,551,0.0670642648491,??
787,VIT_10s0003g04720,550,0.0668124392614,??
788,VIT_09s0002g00450,548,0.0666666666667,??
789,VIT_00s0225g00060,550,0.0666182170543,??
790,VIT_00s0181g00200<br>VIT_00s0181g00180,548,0.0666018473505,??
791,VIT_11s0037g00790,547,0.0664803111327,??
792,VIT_09s0018g01280,549,0.0664648910412,??
793,VIT_14s0030g00660,547,0.0663834951456,??
794,VIT_08s0040g01860,548,0.066247582205,??
795,VIT_03s0180g00150,542,0.0660975609756,??
796,VIT_18s0001g02140,547,0.065999034749,??
797,VIT_01s0244g00140,547,0.0659036144578,??
798,VIT_08s0007g07100,544,0.0658914728682,??
799,VIT_01s0011g03210,543,0.0658341416101,??
800,VIT_11s0016g03030,544,0.0656054027979,??
801,VIT_08s0007g03920,540,0.0654704170708,??
802,VIT_13s0019g02860,541,0.0654013539652,??
803,VIT_09s0002g07220,539,0.0653808830665,??
804,VIT_16s0022g00460,536,0.0650801359883,??
805,VIT_07s0129g00270,537,0.065075133301,??
806,VIT_04s0023g02810,536,0.0649539505574,??
807,VIT_19s0090g00400,534,0.0646802325581,??
808,VIT_15s0048g00930,535,0.0646760154739,??
809,VIT_04s0023g03650,527,0.0639873725109,??
810,VIT_19s0014g04510,525,0.063899707887,??
811,VIT_01s0011g03860,527,0.0638323643411,??
812,VIT_13s0067g03890,529,0.0636429258903,??
813,VIT_04s0008g00620,517,0.0628647859922,??
814,VIT_02s0025g01410,520,0.0628322861286,??
815,VIT_11s0037g00990,517,0.062621124031,??
816,VIT_09s0002g08940,517,0.0625605033882,??
817,VIT_17s0000g09140,515,0.062530354541,??
818,VIT_06s0004g06820,517,0.062409464027,??
819,VIT_01s0011g04430,518,0.0623795761079,??
820,VIT_05s0062g01290,514,0.0623483745754,??
821,VIT_03s0063g02250,515,0.0622883405902,??
822,VIT_08s0056g01100,513,0.0620764762827,??
823,VIT_08s0007g07180,509,0.0619824646858,??
824,VIT_13s0073g00600,509,0.0618920233463,??
825,VIT_15s0021g02300,508,0.0616804273919,??
826,VIT_02s0025g02680,505,0.0616154221571,??
827,VIT_10s0003g01830,507,0.0615291262136,??
828,VIT_02s0033g01020,507,0.061499272198,??
829,VIT_18s0001g07020,506,0.0613779718583,??
830,VIT_08s0056g00260,507,0.0612614789754,??
831,VIT_19s0014g04930,507,0.0612023177209,??
832,VIT_06s0004g07770,502,0.0609815354713,??
833,VIT_07s0005g01870,501,0.0608896451142,??
834,VIT_02s0025g00150,500,0.0608272506083,??
835,VIT_11s0016g02760,498,0.0607020965383,??
836,VIT_19s0027g00740,500,0.0606796116505,??
837,VIT_12s0134g00010,497,0.0606097560976,??
838,VIT_13s0019g01260,495,0.0602189781022,??
839,VIT_06s0009g00500,494,0.0598933074685,??
840,VIT_01s0010g02230,492,0.0598831548199,??
841,VIT_03s0063g02490,493,0.0598300970874,??
842,VIT_05s0124g00230,496,0.0598166907863,??
843,VIT_02s0012g00180,494,0.0598062953995,??
844,VIT_08s0040g01640,488,0.0594252313687,??
845,VIT_18s0001g10350,491,0.0594143272023,??
846,VIT_16s0022g00430,488,0.0592520641088,??
847,VIT_17s0000g08440,488,0.0591945657448,??
848,VIT_18s0075g00570,489,0.0591436865022,??
849,VIT_02s0025g03250,488,0.0590513068732,??
850,VIT_11s0037g00890,485,0.0588306647259,??
851,VIT_18s0001g13510,482,0.0586945932781,??
852,VIT_18s0001g04130,482,0.0586660175268,??
853,VIT_01s0011g01910,482,0.0586660175268,??
854,VIT_07s0005g00900,483,0.0586165048544,??
855,VIT_00s0259g00010,482,0.0586089494163,??
856,VIT_14s0108g00750,485,0.0585465958474,??
857,VIT_00s0233g00170,478,0.0581508515815,??
858,VIT_16s0039g01910,475,0.0579551000488,??
859,VIT_15s0046g01460,481,0.0579518072289,??
860,VIT_07s0005g00210,481,0.0578125,??
861,VIT_02s0033g01030,477,0.0578041686864,??
862,VIT_18s0001g01750,477,0.0577481840194,??
863,VIT_04s0023g00280,475,0.0577016520894,??
864,VIT_09s0070g00240,478,0.0575349061146,??
865,VIT_00s0181g00040,470,0.0570942662779,??
866,VIT_01s0011g01320,472,0.0570875665215,??
867,VIT_11s0065g00360,473,0.0570704633205,??
868,VIT_13s0139g00280,470,0.057066537154,??
869,VIT_14s0128g00210,469,0.0570004861449,??
870,VIT_03s0038g02540,470,0.0568181818182,??
871,VIT_00s1356g00010,467,0.0567298347911,??
872,VIT_14s0006g01440,468,0.0566585956416,??
873,VIT_10s0003g04990,468,0.0566037735849,??
874,VIT_16s0039g01670,469,0.0563973063973,??
875,VIT_06s0004g08070,467,0.0563737324964,??
876,VIT_12s0059g00220,466,0.0563618771166,??
877,VIT_14s0006g01120,463,0.0561620572538,??
878,VIT_05s0077g01670,463,0.0561348205626,??
879,VIT_06s0004g06730,464,0.0561199806483,??
880,VIT_05s0020g01820,460,0.0560975609756,??
881,VIT_10s0116g01480,462,0.0560951918407,??
882,VIT_14s0083g00650,464,0.0560115886045,??
883,VIT_07s0005g01190,461,0.0559737736765,??
884,VIT_01s0026g01210,460,0.0559610705596,??
885,VIT_03s0038g02020,462,0.0558510638298,??
886,VIT_16s0050g00350,460,0.0558252427184,??
887,VIT_10s0092g00510,462,0.0557163531114,??
888,VIT_00s0652g00030,459,0.0557038834951,??
889,VIT_08s0105g00400,457,0.0556231742941,??
890,VIT_14s0066g00890,459,0.0554347826087,??
891,VIT_09s0002g03000,455,0.0552452646916,??
892,VIT_07s0005g03750,454,0.0552042801556,??
893,VIT_17s0000g03910,456,0.0551257253385,??
894,VIT_08s0007g05160,455,0.0550580832527,??
895,VIT_02s0087g00260,454,0.0549370764763,??
896,VIT_05s0102g00870,451,0.05491962981,??
897,VIT_01s0011g04760,451,0.0546799224054,??
898,VIT_00s0125g00100,446,0.0543902439024,??
899,VIT_18s0089g01040,444,0.0542256961407,??
900,VIT_00s2839g00010,445,0.0540836169178,??
901,VIT_05s0051g00900,446,0.0540213178295,??
902,VIT_03s0063g00360,447,0.0539855072464,??
903,VIT_18s0001g00690,446,0.0539690222652,??
904,VIT_13s0019g01690,443,0.0537360504609,??
905,VIT_09s0002g00420,441,0.0535714285714,??
906,VIT_18s0157g00060,443,0.0535282745288,??
907,VIT_14s0128g00480,439,0.0533803501946,??
908,VIT_17s0000g01130,438,0.0533106134372,??
909,VIT_05s0020g03650,440,0.0532945736434,??
910,VIT_19s0027g00610,439,0.0530705996132,??
911,VIT_13s0047g00390,437,0.0530339805825,??
912,VIT_09s0002g02170,436,0.0529897909577,??
913,VIT_09s0070g01030,435,0.0528682547399,??
914,VIT_00s0429g00040,436,0.052861299709,??
915,VIT_17s0000g05640,436,0.0528100775194,??
916,VIT_15s0046g01060,433,0.0526507782101,??
917,VIT_18s0001g13790,437,0.0525999037073,??
918,VIT_17s0000g02880,431,0.0525353486104,??
919,VIT_01s0011g02330,431,0.0523821098687,??
920,VIT_08s0007g04360,431,0.0522297624818,??
921,VIT_13s0019g02500,427,0.0520985846755,??
922,VIT_07s0130g00340<br>VIT_07s0130g00320,427,0.0519212062257,??
923,VIT_01s0011g00720,428,0.0518410852713,??
924,VIT_15s0024g00980,426,0.0517996108949,??
925,VIT_03s0038g01160,425,0.051703163017,??
926,VIT_09s0018g00330,425,0.0515776699029,??
927,VIT_17s0000g02460,426,0.0513748191027,??
928,VIT_13s0064g01660,424,0.0512077294686,??
929,VIT_05s0029g01410,422,0.0508188824663,??
930,VIT_06s0004g06900,421,0.0506496631376,??
931,VIT_05s0020g01100,414,0.050487804878,??
932,VIT_05s0077g01290,418,0.0504830917874,??
933,VIT_01s0010g03600,418,0.0504343629344,??
934,VIT_15s0024g00580,416,0.0504120213282,??
935,VIT_12s0059g00670,414,0.0502183406114,??
936,VIT_08s0007g03370,416,0.0501204819277,??
937,VIT_13s0019g00350,412,0.0498789346247,??
938,VIT_06s0004g01840,405,0.0492461089494,??
939,VIT_01s0137g00820,404,0.0490767735666,??
940,VIT_06s0004g02390,403,0.0490267639903,??
941,VIT_06s0004g05790,405,0.0490077444337,??
942,VIT_11s0118g00110,404,0.0488394584139,??
943,VIT_12s0035g02090,402,0.048786407767,??
944,VIT_13s0019g05290,402,0.0487390882638,??
945,VIT_01s0026g02650,402,0.0486682808717,??
946,VIT_08s0007g08110,401,0.0485942801745,??
947,VIT_15s0021g01510,402,0.0485741904302,??
948,VIT_19s0015g02690,399,0.0484929508994,??
949,VIT_15s0046g00510,396,0.0480349344978,??
950,VIT_04s0008g07040,397,0.0479700338328,??
951,VIT_10s0003g01370,394,0.0478155339806,??
952,VIT_00s0181g00030,394,0.0477923338185,??
953,VIT_06s0061g00620,391,0.047613248904,??
954,VIT_12s0134g00140,393,0.0474867085549,??
955,VIT_04s0044g00190,393,0.0474637681159,??
956,VIT_02s0087g00090,391,0.0474514563107,??
957,VIT_15s0021g01350,390,0.0471470019342,??
958,VIT_12s0055g00820,390,0.0470332850941,??
959,VIT_08s0007g05760,387,0.0469888295289,??
960,VIT_10s0092g00260,388,0.0468825519575,??
961,VIT_16s0100g00290,386,0.0468219311014,??
962,VIT_15s0045g01030,388,0.0467244701349,??
963,VIT_09s0018g00550,388,0.0466122056704,??
964,VIT_12s0134g00070,383,0.0465936739659,??
965,VIT_18s0001g09320,384,0.0465341735337,??
966,VIT_15s0048g02820,382,0.046269379845,??
967,VIT_07s0005g00830,381,0.0461035818006,??
968,VIT_00s0978g00020,382,0.0460240963855,??
969,VIT_04s0008g01290,378,0.0459406903257,??
970,VIT_10s0071g00280,379,0.0458837772397,??
971,VIT_11s0016g05470,379,0.045839380745,??
972,VIT_08s0040g03040,374,0.0454545454545,??
973,VIT_03s0063g01730,378,0.0454108601634,??
974,VIT_12s0028g01820,376,0.0453012048193,??
975,VIT_12s0035g00100,372,0.045145631068,??
976,VIT_00s0341g00080,368,0.0448124695567,??
977,VIT_14s0006g01280,371,0.044806763285,??
978,VIT_08s0007g07110,367,0.0446472019465,??
979,VIT_19s0014g01910,366,0.0445038910506,??
980,VIT_00s0532g00070,366,0.0443099273608,??
981,VIT_15s0024g01260,365,0.0439547206166,??
982,VIT_07s0031g01690,362,0.043932038835,??
983,VIT_17s0000g05610,361,0.0435990338164,??
984,VIT_19s0014g02350,356,0.0432668935343,??
985,VIT_06s0061g00700,357,0.0432203389831,??
986,VIT_09s0002g01010,357,0.0430951231289,??
987,VIT_07s0104g00220,354,0.0430447470817,??
988,VIT_13s0019g05230,354,0.0429194956353,??
989,VIT_05s0020g03600,354,0.0428986912264,??
990,VIT_05s0020g02200,350,0.0425790754258,??
991,VIT_06s0004g03400,351,0.042576419214,??
992,VIT_04s0044g00450,347,0.0422964407606,??
993,VIT_07s0031g01670,347,0.0421935797665,??
994,VIT_07s0031g01810,349,0.0421905222437,??
995,VIT_19s0014g04540,351,0.0421672272946,??
996,VIT_19s0015g00960,346,0.0420515313563,??
997,VIT_10s0003g03330,345,0.0420321637427,??
998,VIT_16s0039g00630,346,0.0420106847984,??
999,VIT_07s0005g01790,347,0.0417468719923,??
1000,VIT_19s0014g02360,344,0.0416263310745,??
1001,VIT_18s0041g00270,341,0.0414841849148,??
1002,VIT_11s0016g02700,340,0.0414836505612,??
1003,VIT_04s0008g02920,343,0.0414251207729,??
1004,VIT_06s0004g07220,342,0.0413843175218,??
1005,VIT_14s0006g02960,342,0.0413043478261,??
1006,VIT_18s0001g01470,339,0.0412609542356,??
1007,VIT_01s0011g05420,339,0.0412408759124,??
1008,VIT_10s0003g05020,341,0.0411835748792,??
1009,VIT_18s0122g00670,337,0.0411779081134,??
1010,VIT_11s0016g04300,336,0.0411160058737,??
1011,VIT_08s0007g05350,338,0.0409995147986,??
1012,VIT_18s0001g13080,336,0.0409356725146,??
1013,VIT_06s0004g07690,337,0.0407595549105,??
1014,VIT_07s0005g00250,338,0.0407425265188,??
1015,VIT_08s0007g00160,336,0.0407371483996,??
1016,VIT_18s0089g00140,333,0.0405109489051,??
1017,VIT_17s0000g01700,333,0.0404518950437,??
1018,VIT_00s2037g00010,332,0.0401159980667,??
1019,VIT_06s0061g01540,331,0.0400920542636,??
1020,VIT_00s0245g00030,330,0.0399322362052,??
1021,VIT_13s0019g04950,328,0.0399221032132,??
1022,VIT_14s0006g03090,324,0.0394929302779,??
1023,VIT_13s0067g01680,327,0.0394927536232,??
1024,VIT_09s0002g02430,326,0.0394482090997,??
1025,VIT_01s0011g00910,326,0.0392960462874,??
1026,VIT_07s0141g00730,324,0.039263208919,??
1027,VIT_18s0041g00100,321,0.0391845703125,??
1028,VIT_12s0142g00550,320,0.0388538125304,??
1029,VIT_14s0006g01680,322,0.0388138862102,??
1030,VIT_16s0013g01730,320,0.0387221684414,??
1031,VIT_12s0059g02130,318,0.0387049659202,??
1032,VIT_05s0020g01040,319,0.038676042677,??
1033,VIT_06s0080g00050,319,0.0386572952012,??
1034,VIT_18s0001g11600,318,0.038610976202,??
1035,VIT_15s0021g01280,319,0.0385638297872,??
1036,VIT_15s0046g00320,317,0.0385457198444,??
1037,VIT_07s0005g01180,318,0.0384615384615,??
1038,VIT_05s0077g02270,316,0.0384615384615,??
1039,VIT_18s0001g06410,318,0.038424359594,??
1040,VIT_15s0045g01360,315,0.0382839086048,??
1041,VIT_05s0094g01010,315,0.0382839086048,??
1042,VIT_13s0139g00010,313,0.0380593385214,??
1043,VIT_00s0323g00050,315,0.0380434782609,??
1044,VIT_19s0085g00480,314,0.037922705314,??
1045,VIT_18s0001g00030,313,0.037656400385,??
1046,VIT_11s0065g01060,311,0.0376149008224,??
1047,VIT_04s0008g02200,309,0.0375364431487,??
1048,VIT_03s0091g00210,309,0.0374454677654,??
1049,VIT_11s0016g05910,312,0.0373563218391,??
1050,VIT_07s0005g02950,305,0.0372132747682,??
1051,VIT_07s0104g00820,306,0.0371179039301,??
1052,VIT_07s0005g02220,306,0.0370460048426,??
1053,VIT_00s0211g00040,303,0.0368792599805,??
1054,VIT_07s0129g00380,303,0.0368254739912,??
