Vv_stef,2000,1000,gt-001
rank,node,Fabs,Frel,Class
336,VIT_00s0965g00010,1377,0.167274052478,??
337,VIT_13s0074g00390,1367,0.166220817121,??
338,VIT_09s0054g01370,1371,0.166141541444,??
339,VIT_08s0040g00900,1363,0.166057504873,??
340,VIT_15s0021g01150,1359,0.165570175439,??
341,VIT_14s0068g00090,1364,0.16545366327,??
342,VIT_09s0002g03620,1360,0.165369649805,??
343,VIT_00s0313g00040,1374,0.164827255278,??
344,VIT_13s0064g01760,1354,0.16392251816,??
345,VIT_06s0004g07640,1340,0.162700339971,??
346,VIT_10s0116g00710,1334,0.162445202143,??
347,VIT_17s0000g00330,1332,0.161572052402,??
348,VIT_02s0025g04410,1340,0.161445783133,??
349,VIT_11s0016g03250,1327,0.161278561011,??
350,VIT_01s0127g00720,1331,0.160748792271,??
351,VIT_08s0007g02500,1324,0.159903381643,??
352,VIT_18s0001g00800,1321,0.15977261732,??
353,VIT_02s0025g00340,1322,0.159353905497,??
354,VIT_02s0025g02600,1317,0.159211798839,??
355,VIT_11s0016g04160,1301,0.158658536585,??
356,VIT_13s0074g00040,1293,0.157914020518,??
357,VIT_02s0033g00450<br>VIT_02s0033g00380<br>VIT_02s0033g00390<br>VIT_02s0033g00410,1289,0.157656555773,??
358,VIT_03s0017g01140,1305,0.157608695652,??
359,VIT_06s0004g01750,1296,0.157434402332,??
360,VIT_16s0039g02230,1292,0.157330735509,??
361,VIT_08s0040g01070,1296,0.157205240175,??
362,VIT_19s0090g01440,1285,0.157090464548,??
363,VIT_10s0003g03270,1294,0.157038834951,??
364,VIT_14s0006g00300,1292,0.156720038816,??
365,VIT_00s0203g00170,1297,0.156718221363,??
366,VIT_00s0541g00010,1300,0.156702025072,??
367,VIT_08s0007g02010,1287,0.156341107872,??
368,VIT_07s0031g00750,1286,0.156219630709,??
369,VIT_13s0019g00420,1288,0.156159068865,??
370,VIT_00s0499g00030,1287,0.156037827352,??
371,VIT_16s0098g01870,1282,0.155055636188,??
372,VIT_11s0016g03760,1271,0.154397473275,??
373,VIT_09s0002g04170,1273,0.154340446169,??
374,VIT_04s0008g05110,1269,0.154229460379,??
375,VIT_19s0177g00190,1270,0.153678606002,??
376,VIT_14s0006g01340,1265,0.153296170625,??
377,VIT_18s0001g01590,1264,0.15273078782,??
378,VIT_04s0008g01850,1265,0.152556681138,??
379,VIT_10s0042g01020,1264,0.152289156627,??
380,VIT_07s0130g00040,1251,0.152115758755,??
381,VIT_05s0094g00230,1256,0.151837524178,??
382,VIT_01s0137g00510,1249,0.151724975705,??
383,VIT_08s0007g00710,1254,0.151669085631,??
384,VIT_10s0116g01880,1249,0.151210653753,??
385,VIT_08s0105g00420,1246,0.150993698497,??
386,VIT_18s0001g06690,1246,0.15055582407,??
387,VIT_01s0011g05140,1237,0.15034030141,??
388,VIT_00s0261g00040,1243,0.150048285852,??
389,VIT_04s0008g05520,1236,0.149419729207,??
390,VIT_02s0025g00730,1229,0.149295432459,??
391,VIT_05s0020g04480,1233,0.149129172714,??
392,VIT_03s0063g01350,1231,0.149103682171,??
393,VIT_18s0001g12880,1221,0.148829839103,??
394,VIT_10s0116g00350,1221,0.148540145985,??
395,VIT_00s0593g00010,1217,0.147694174757,??
396,VIT_18s0001g02200,1218,0.147600581677,??
397,VIT_18s0041g01480,1212,0.147517039922,??
398,VIT_17s0000g05600,1207,0.14705165692,??
399,VIT_13s0019g01540,1211,0.147037396795,??
400,VIT_18s0001g15260,1206,0.146359223301,??
401,VIT_14s0006g00570,1213,0.146285576459,??
402,VIT_19s0015g00300,1203,0.146279182879,??
403,VIT_15s0048g02880,1198,0.14531780689,??
404,VIT_02s0025g02970,1201,0.145258829221,??
405,VIT_14s0083g00920,1193,0.145133819951,??
406,VIT_19s0015g02070,1201,0.144908301158,??
407,VIT_13s0106g00070,1195,0.144813378575,??
408,VIT_09s0002g00300,1190,0.144628099174,??
409,VIT_11s0016g00880,1189,0.144296116505,??
410,VIT_18s0041g02470,1182,0.144005847953,??
411,VIT_04s0023g01550,1196,0.143957631199,??
412,VIT_12s0028g00380,1185,0.143531976744,??
413,VIT_03s0038g02120,1182,0.143516270034,??
414,VIT_10s0003g01710,1181,0.14339485187,??
415,VIT_10s0071g00030,1182,0.143099273608,??
416,VIT_17s0000g03750,1181,0.142770793037,??
417,VIT_19s0015g02080,1167,0.142109108622,??
418,VIT_10s0116g00410,1167,0.14197080292,??
419,VIT_06s0004g02750,1171,0.141630382196,??
420,VIT_11s0065g00210,1170,0.141577928364,??
421,VIT_10s0042g01620,1158,0.140875912409,??
422,VIT_04s0023g02260,1153,0.140747070312,??
423,VIT_00s0384g00020,1167,0.140264423077,??
424,VIT_01s0010g03510,1154,0.140252795333,??
425,VIT_13s0320g00010,1157,0.140004840271,??
426,VIT_15s0048g00550,1143,0.139526367188,??
427,VIT_06s0009g01540,1148,0.138513513514,??
428,VIT_00s0386g00010,1138,0.13770571152,??
429,VIT_19s0014g04900,1134,0.137688198154,??
430,VIT_03s0038g04500,1142,0.137656702025,??
431,VIT_03s0038g02400,1130,0.137202525498,??
432,VIT_01s0010g03720,1128,0.136694134755,??
433,VIT_02s0033g01000,1129,0.136484526112,??
434,VIT_07s0104g00800,1124,0.136474016513,??
435,VIT_14s0068g00290,1125,0.136462882096,??
436,VIT_02s0025g01490,1121,0.136441090555,??
437,VIT_17s0000g06270,1123,0.136418853256,??
438,VIT_14s0060g01940,1125,0.136264534884,??
439,VIT_01s0011g02780,1114,0.135919960957,??
440,VIT_01s0026g00150,1116,0.135700389105,??
441,VIT_11s0016g04290,1117,0.135689990282,??
442,VIT_18s0122g00590,1118,0.13567961165,??
443,VIT_07s0005g01290,1121,0.135517408124,??
444,VIT_13s0067g01800,1112,0.135477582846,??
445,VIT_17s0000g04150,1110,0.134578079534,??
446,VIT_03s0038g03560,1118,0.134310427679,??
447,VIT_13s0084g00820,1103,0.134054448226,??
448,VIT_13s0019g04530,1100,0.133689839572,??
449,VIT_19s0015g01170,1102,0.133543383422,??
450,VIT_09s0002g05560,1102,0.133543383422,??
451,VIT_04s0008g00860,1101,0.133486905917,??
452,VIT_00s0245g00010,1092,0.13194780087,??
453,VIT_13s0067g00790,1077,0.131598240469,??
454,VIT_03s0017g01490,1082,0.13156614786,??
455,VIT_18s0001g00280,1079,0.131073858115,??
456,VIT_05s0077g01130,1079,0.130883066473,??
457,VIT_07s0031g03070,1076,0.130519165454,??
458,VIT_17s0000g06110,1085,0.130408653846,??
459,VIT_08s0058g01210,1073,0.130029083858,??
460,VIT_00s0286g00040,1073,0.1299031477,??
461,VIT_11s0016g03350,1066,0.129368932039,??
462,VIT_15s0046g01820,1066,0.129055690073,??
463,VIT_19s0090g00050,1062,0.129008746356,??
464,VIT_13s0019g04650,1059,0.128769455253,??
465,VIT_08s0040g03400,1057,0.12815227934,??
466,VIT_07s0141g00130,1054,0.127912621359,??
467,VIT_02s0012g01940,1060,0.127710843373,??
468,VIT_08s0058g01270,1061,0.127646775746,??
469,VIT_17s0000g02440,1051,0.127055125725,??
470,VIT_15s0048g02720,1050,0.126750362144,??
471,VIT_04s0044g01540,1034,0.126653601176,??
472,VIT_12s0057g00930,1048,0.126082771896,??
473,VIT_06s0004g01260,1032,0.125730994152,??
474,VIT_02s0012g03050,1039,0.125665215288,??
475,VIT_19s0085g01010,1029,0.125182481752,??
476,VIT_17s0000g02410,1027,0.125060886508,??
477,VIT_13s0019g02990<br>VIT_13s0019g02890<br>VIT_13s0019g02910,1031,0.12506065017,??
478,VIT_18s0001g05480,1033,0.125,??
479,VIT_06s0004g07100,1033,0.124457831325,??
480,VIT_15s0024g00960<br>VIT_05s0094g00980<br>VIT_19s0014g03980<br>VIT_14s0036g00820,1018,0.12420693021,??
481,VIT_06s0009g01460,1020,0.124027237354,??
482,VIT_15s0046g01640,1029,0.123677884615,??
483,VIT_19s0014g04470,1015,0.123539435248,??
484,VIT_19s0014g01360,1018,0.123483745754,??
485,VIT_05s0020g00950,1019,0.123305905131,??
486,VIT_09s0002g02940,1020,0.123188405797,??
487,VIT_09s0002g01650,1012,0.123114355231,??
488,VIT_05s0062g00430,1013,0.122996600291,??
489,VIT_01s0011g01890,1016,0.122823984526,??
490,VIT_15s0046g01350,1012,0.12257751938,??
491,VIT_07s0031g02950,1007,0.122565725414,??
492,VIT_04s0023g01060,1005,0.12256097561,??
493,VIT_06s0061g00470,1013,0.122283920811,??
494,VIT_06s0004g05950,1008,0.122211445199,??
495,VIT_02s0025g00550,1002,0.121897810219,??
496,VIT_08s0007g05660,1000,0.1217730151,??
497,VIT_14s0030g00730,1007,0.121677138714,??
498,VIT_05s0029g00450,1005,0.121494197292,??
499,VIT_01s0010g02670,999,0.121355685131,??
500,VIT_16s0100g01000,1001,0.12106918239,??
501,VIT_00s0286g00050,997,0.119947064485,??
502,VIT_01s0011g01760,985,0.119422890398,??
503,VIT_12s0134g00090,985,0.119307170543,??
504,VIT_17s0000g02700,983,0.119296116505,??
505,VIT_13s0047g00370,976,0.118734793187,??
506,VIT_04s0023g01170,976,0.11838913149,??
507,VIT_04s0008g04230,972,0.118305744888,??
508,VIT_16s0022g01210,976,0.118217054264,??
509,VIT_12s0028g01850,974,0.11814653081,??
510,VIT_13s0067g02060,976,0.117874396135,??
511,VIT_02s0033g00370,971,0.117383945841,??
512,VIT_09s0002g00190,961,0.116966893866,??
513,VIT_01s0010g02740,957,0.116650414432,??
514,VIT_17s0000g04300,963,0.116473149492,??
515,VIT_01s0137g00780,960,0.11639185257,??
516,VIT_15s0048g02650,954,0.11611489776,??
517,VIT_19s0090g00660,957,0.116084425036,??
518,VIT_05s0020g03130,950,0.115123606398,??
