Vv_stef 2000 1000 gt-001
rank,x,y,Fabs,Frel,intra
182,vit_09s0002g06750,vit_18s0001g05950,1717,0.827868852459,False
183,vit_09s0002g06750,vit_15s0107g00380,1697,0.827401267674,False
184,vit_09s0054g01220,vit_11s0016g05340,1709,0.826802128689,False
185,vit_14s0108g01080,vit_15s0046g03230,1708,0.82313253012,False
186,vit_11s0016g05340,vit_13s0067g02340,1698,0.822674418605,False
187,vit_09s0002g06750,vit_10s0116g01870,1700,0.822050290135,False
188,vit_01s0011g04710,vit_14s0108g01080,1693,0.821047526673,False
189,vit_02s0025g02620,vit_14s0108g01080,1685,0.82035053554,False
190,vit_10s0003g02120,vit_14s0108g01080,1685,0.819552529183,False
191,vit_04s0008g02520,vit_11s0016g05340,1683,0.81897810219,False
192,vit_06s0004g00230,vit_11s0016g05340,1679,0.817827569411,False
193,vit_11s0016g05340,vit_18s0041g00810<br>vit_18s0041g00910<br>vit_00s1602g00010<br>vit_18s0041g00920<br>vit_18s0041g00980<br>vit_18s0041g01000<br>vit_00s2707g00010<br>vit_18s0041g01080<br>vit_18s0041g00950<br>vit_18s0041g00830<br>vit_18s0041g01040,1685,0.817167798254,False
194,vit_11s0016g05340,vit_18s0041g00710,1681,0.816415735794,False
195,vit_09s0002g06750,vit_09s0002g06990,1684,0.816286960737,False
196,vit_08s0040g00230,vit_14s0108g01080,1675,0.816276803119,False
197,vit_04s0008g05440,vit_05s0020g04680,1682,0.814133591481,False
198,vit_09s0002g06750,vit_10s0116g01580,1672,0.80694980695,False
199,vit_03s0038g01830,vit_04s0008g05440,1654,0.804474708171,False
200,vit_01s0026g01140,vit_09s0002g06750,1657,0.804368932039,False
201,vit_03s0038g03230,vit_11s0016g05340,1665,0.803959439884,False
202,vit_06s0061g00240,vit_11s0016g05340,1657,0.801644895985,False
203,vit_09s0002g06750,vit_12s0134g00670,1657,0.8008699855,False
204,vit_11s0016g05340,vit_14s0068g00160,1646,0.800583657588,False
205,vit_08s0040g00520,vit_09s0002g06750,1640,0.799609946368,False
206,vit_04s0008g05440,vit_13s0019g01520,1654,0.799420009667,False
207,vit_09s0002g06750,vit_11s0016g00580,1646,0.798641436196,False
208,vit_03s0017g01660,vit_14s0108g01080,1652,0.797682279092,False
209,vit_04s0008g05440,vit_08s0007g00570,1638,0.797080291971,False
210,vit_13s0019g04940,vit_14s0108g01080,1634,0.796296296296,False
211,vit_00s0483g00040,vit_14s0108g01080,1644,0.79612590799,False
212,vit_05s0029g00480,vit_11s0016g05340,1640,0.796116504854,False
213,vit_04s0008g05440,vit_14s0066g02270,1645,0.795454545455,False
214,vit_04s0008g05440,vit_06s0004g06090,1647,0.794500723589,False
215,vit_11s0016g00290,vit_11s0016g05340,1633,0.793103448276,False
216,vit_04s0008g05500,vit_14s0108g01080,1624,0.79180887372,False
217,vit_09s0002g06750,vit_13s0019g02940,1625,0.790369649805,False
218,vit_08s0007g03980,vit_14s0108g01080,1631,0.788684719536,False
219,vit_04s0008g02250,vit_14s0108g01080,1623,0.788629737609,False
220,vit_09s0002g06750,vit_18s0001g01760,1618,0.788114953726,False
221,vit_02s0087g00470,vit_11s0016g05340,1614,0.785019455253,False
222,vit_04s0023g01910,vit_11s0016g05340,1616,0.783325254484,False
223,vit_05s0029g00510,vit_09s0002g06750,1598,0.78141809291,False
224,vit_11s0016g05340,vit_18s0001g11100,1606,0.780748663102,False
225,vit_09s0002g06310,vit_09s0002g06750,1606,0.780369290573,False
226,vit_14s0006g02080,vit_14s0108g01080,1607,0.779718583212,False
227,vit_04s0008g05440,vit_18s0072g01170,1614,0.779710144928,False
228,vit_04s0008g05440,vit_10s0003g00600,1601,0.776430649855,False
229,vit_14s0108g01080,vit_14s0128g00160,1612,0.776119402985,False
230,vit_11s0016g02490,vit_11s0016g05340,1610,0.775903614458,False
231,vit_08s0058g00140,vit_11s0016g05340,1612,0.775745909528,False
232,vit_05s0102g00880,vit_09s0002g06750,1591,0.775341130604,False
233,vit_03s0038g01300,vit_14s0108g01080,1592,0.774695863747,False
234,vit_07s0005g00450,vit_14s0108g01080,1596,0.773255813953,False
235,vit_09s0002g06750,vit_16s0022g00720,1588,0.771998055421,False
236,vit_09s0002g06750,vit_15s0046g00630,1590,0.769603097773,False
237,vit_07s0005g02480,vit_14s0108g01080,1588,0.769007263923,False
238,vit_04s0008g05440,vit_12s0059g01830,1581,0.768968871595,False
239,vit_04s0023g01300,vit_09s0002g06750,1595,0.768674698795,False
240,vit_02s0012g01680,vit_04s0008g05440,1578,0.765647743814,False
241,vit_04s0008g05440,vit_08s0007g06680,1580,0.765133171913,False
242,vit_07s0031g00520,vit_09s0002g06750,1577,0.763680387409,False
243,vit_00s0179g00110,vit_09s0002g06750,1574,0.76333656644,False
244,vit_09s0002g06750,vit_13s0106g00250,1567,0.763273258646,False
245,vit_00s0245g00050,vit_04s0008g05440,1565,0.763042418333,False
246,vit_04s0008g05440,vit_14s0006g02530,1573,0.762851600388,False
247,vit_04s0008g05960,vit_11s0016g05340,1570,0.759554910498,False
248,vit_08s0058g01260,vit_14s0108g01080,1559,0.758637469586,False
249,vit_06s0004g06690,vit_14s0108g01080,1560,0.757649344342,False
250,vit_05s0077g01330,vit_14s0108g01080,1571,0.757108433735,False
251,vit_00s0409g00020,vit_04s0008g05440,1557,0.756192326372,False
252,vit_09s0018g01340<br>vit_09s0018g01360,vit_11s0016g05340,1556,0.754607177498,False
253,vit_11s0016g05340,vit_16s0050g01980,1547,0.753531417438,False
254,vit_02s0025g03320,vit_09s0002g06750,1551,0.752912621359,False
255,vit_06s0004g01550,vit_11s0016g05340,1558,0.75156777617,False
256,vit_09s0002g06750,vit_14s0066g01730,1544,0.750607681089,False
257,vit_05s0077g02300,vit_09s0002g06750,1542,0.75,False
258,vit_00s0160g00220,vit_11s0016g05340,1543,0.749757045675,False
259,vit_11s0016g05340,vit_17s0000g06130,1544,0.747699757869,False
260,vit_09s0002g06750,vit_15s0046g02380,1547,0.747342995169,False
261,vit_04s0008g05440,vit_07s0005g01670,1552,0.7468719923,False
262,vit_14s0108g01080,vit_17s0000g03110,1533,0.746712128592,False
263,vit_02s0025g04550,vit_14s0108g01080,1527,0.739467312349,False
264,vit_14s0108g01080,vit_18s0001g10270,1509,0.73681640625,False
265,vit_10s0003g05690,vit_14s0108g01080,1511,0.733851384167,False
266,vit_09s0002g06750,vit_12s0055g01140,1511,0.732428502181,False
267,vit_09s0002g06750,vit_19s0090g00840,1510,0.731234866828,False
268,vit_04s0008g05440,vit_19s0015g00740,1512,0.731141199226,False
269,vit_14s0108g01080,vit_18s0001g12000,1498,0.730375426621,False
270,vit_05s0077g01460,vit_14s0108g01080,1509,0.729690522244,False
271,vit_06s0080g00760,vit_09s0002g06750,1495,0.727493917275,False
272,vit_11s0016g05230,vit_11s0016g05340,1493,0.726520681265,False
273,vit_09s0002g06750,vit_17s0000g03940,1490,0.726474890297,False
274,vit_01s0010g02370,vit_11s0016g05340,1493,0.724757281553,False
275,vit_12s0059g01190,vit_14s0108g01080,1490,0.724003887269,False
276,vit_02s0012g01660,vit_14s0108g01080,1495,0.720481927711,False
277,vit_04s0008g02870,vit_04s0008g05440,1479,0.719357976654,False
278,vit_11s0016g05340,vit_12s0059g01590,1484,0.718644067797,False
279,vit_04s0008g05440,vit_05s0102g00370,1479,0.718309859155,False
280,vit_14s0108g01080,vit_16s0098g01160,1469,0.716235982448,False
281,vit_05s0124g00100,vit_14s0108g01080,1478,0.715738498789,False
282,vit_01s0011g03640,vit_11s0016g05340,1480,0.715667311412,False
283,vit_14s0108g01080,vit_16s0098g01560,1468,0.7147030185,False
284,vit_02s0025g02620,vit_04s0008g05440,1464,0.712755598832,False
285,vit_05s0077g00670,vit_11s0016g05340,1460,0.712195121951,False
286,vit_14s0108g01080,vit_17s0000g02550,1472,0.712143202709,False
287,vit_04s0008g05440,vit_16s0050g02390,1472,0.712143202709,False
288,vit_04s0008g05440,vit_11s0016g01310,1465,0.710819990296,False
289,vit_12s0059g02420,vit_14s0108g01080,1464,0.710334788937,False
290,vit_11s0037g01400,vit_14s0108g01080,1459,0.708596406022,False
291,vit_14s0108g01080,vit_16s0050g00870,1461,0.708191953466,False
292,vit_14s0108g01080,vit_18s0001g14910,1451,0.707804878049,False
293,vit_00s0194g00340,vit_11s0016g05340,1455,0.706310679612,False
294,vit_03s0088g00410,vit_04s0008g05440,1464,0.706222865412,False
295,vit_12s0028g02400,vit_14s0108g01080,1462,0.705939159826,False
296,vit_11s0016g01320,vit_11s0016g05340,1451,0.70539620807,False
297,vit_04s0008g05440,vit_08s0007g01750,1464,0.705202312139,False
298,vit_11s0016g03880,vit_11s0016g05340,1451,0.704368932039,False
299,vit_09s0002g02980,vit_11s0016g05340,1452,0.703829374697,False
300,vit_08s0007g00570,vit_14s0108g01080,1445,0.703163017032,False
301,vit_04s0008g06300,vit_11s0016g05340,1448,0.7018904508,False
302,vit_03s0097g00460,vit_04s0008g05440,1448,0.701550387597,False
303,vit_07s0151g00570,vit_09s0002g06750,1440,0.701412566975,False
304,vit_06s0061g00890,vit_11s0016g05340,1444,0.700970873786,False
305,vit_03s0038g02480,vit_14s0108g01080,1439,0.699222546161,False
306,vit_04s0008g05440,vit_05s0020g04670,1446,0.697539797395,False
307,vit_04s0023g03710,vit_11s0016g05340,1439,0.696852300242,False
308,vit_14s0108g01080,vit_17s0000g00120,1444,0.69657501206,False
309,vit_01s0137g00410,vit_14s0108g01080,1434,0.696454589607,False
310,vit_09s0002g06750,vit_12s0034g00250,1422,0.6943359375,False
311,vit_00s0207g00010,vit_04s0008g05440,1421,0.692832764505,False
312,vit_11s0016g05340,vit_14s0066g00300,1424,0.692270296548,False
313,vit_09s0002g06750,vit_10s0092g00150,1419,0.692195121951,False
314,vit_02s0033g01060,vit_09s0002g06750,1428,0.691860465116,False
315,vit_05s0049g00300,vit_11s0016g05340,1434,0.691084337349,False
316,vit_09s0002g06750,vit_18s0166g00080,1413,0.689604685212,False
317,vit_03s0017g01130,vit_09s0002g06750,1411,0.686284046693,False
318,vit_11s0016g05340,vit_18s0001g12900,1416,0.685714285714,False
319,vit_01s0026g00880,vit_11s0016g05340,1413,0.684924866699,False
320,vit_11s0016g05340,vit_16s0050g02100,1409,0.684312773191,False
321,vit_09s0002g06750,vit_13s0073g00140,1406,0.683852140078,False
322,vit_01s0026g02040,vit_11s0016g05340,1410,0.682808716707,False
323,vit_04s0008g05440,vit_11s0016g01320,1404,0.682547399125,False
324,vit_00s0270g00030,vit_11s0016g05340,1406,0.681201550388,False
325,vit_02s0025g03710,vit_14s0108g01080,1411,0.678365384615,False
326,vit_04s0008g05440,vit_09s0054g00430,1417,0.678314983246,False
327,vit_00s1355g00010,vit_14s0108g01080,1397,0.678155339806,False
328,vit_00s0375g00030,vit_11s0016g05340,1405,0.678088803089,False
329,vit_08s0007g03360,vit_11s0016g05340,1398,0.675688738521,False
330,vit_00s0516g00010,vit_04s0008g05440,1393,0.674903100775,False
331,vit_14s0030g00080,vit_14s0108g01080,1389,0.672965116279,False
332,vit_07s0005g04380,vit_11s0016g05340,1384,0.671193016489,False
333,vit_08s0007g04330,vit_14s0108g01080,1389,0.669397590361,False
334,vit_00s0965g00010,vit_14s0108g01080,1377,0.669096209913,False
335,vit_04s0008g05440,vit_07s0151g00010,1365,0.665204678363,False
336,vit_08s0040g02820,vit_14s0108g01080,1365,0.664556962025,False
337,vit_08s0040g00900,vit_14s0108g01080,1363,0.664230019493,False
338,vit_11s0016g05340,vit_16s0022g00370,1364,0.662779397473,False
339,vit_09s0002g03620,vit_09s0002g06750,1360,0.661478599222,False
340,vit_14s0108g01080,vit_18s0001g10830,1364,0.660212971926,False
341,vit_00s0313g00040,vit_04s0008g05440,1374,0.659309021113,False
342,vit_11s0016g05340,vit_17s0000g10260,1353,0.658394160584,False
343,vit_04s0008g05440,vit_13s0064g01760,1354,0.655690072639,False
344,vit_06s0004g07640,vit_09s0002g06750,1340,0.650801359883,False
345,vit_00s0218g00220,vit_11s0016g05340,1343,0.650363196126,False
346,vit_11s0016g05340,vit_12s0034g02560,1346,0.650241545894,False
347,vit_10s0116g00710,vit_11s0016g05340,1334,0.649780808573,False
348,vit_02s0025g03320,vit_04s0008g05440,1337,0.649029126214,False
349,vit_14s0108g01080,vit_17s0000g00330,1332,0.646288209607,False
350,vit_09s0002g06750,vit_11s0016g03250,1327,0.645114244045,False
351,vit_14s0068g00090,vit_14s0108g01080,1327,0.643862202814,False
352,vit_01s0127g00720,vit_11s0016g05340,1331,0.642995169082,False
353,vit_08s0007g02500,vit_14s0108g01080,1324,0.63961352657,False
354,vit_14s0108g01080,vit_18s0001g00800,1321,0.639090469279,False
355,vit_02s0025g00340,vit_09s0002g06750,1322,0.637415621986,False
356,vit_05s0049g01400,vit_11s0016g05340,1310,0.636849781235,False
357,vit_02s0025g02600,vit_04s0008g05440,1317,0.636847195358,False
358,vit_09s0002g06750,vit_09s0054g01370,1311,0.635482307319,False
359,vit_08s0007g02000,vit_11s0016g05340,1306,0.633058652448,False
360,vit_11s0016g04160,vit_14s0108g01080,1297,0.632682926829,False
361,vit_11s0016g05340,vit_13s0074g00040,1293,0.631656082071,False
362,vit_02s0033g00450<br>vit_02s0033g00380<br>vit_02s0033g00390<br>vit_02s0033g00410,vit_11s0016g05340,1289,0.630626223092,False
363,vit_03s0017g01140,vit_14s0108g01080,1305,0.630434782609,False
364,vit_01s0182g00130,vit_09s0002g06750,1303,0.629772837119,False
365,vit_06s0004g01750,vit_14s0108g01080,1296,0.629737609329,False
366,vit_09s0002g06750,vit_10s0003g00560,1301,0.629414610547,False
367,vit_11s0016g05340,vit_16s0039g02230,1292,0.629322942036,False
368,vit_09s0002g06750,vit_13s0019g02810,1305,0.628915662651,False
369,vit_08s0040g01070,vit_09s0002g06750,1296,0.628820960699,False
370,vit_10s0003g03270,vit_14s0108g01080,1294,0.628155339806,False
371,vit_11s0016g05340,vit_14s0006g00300,1292,0.626880155264,False
372,vit_00s0203g00170,vit_14s0108g01080,1297,0.626872885452,False
373,vit_09s0002g06750,vit_18s0122g01280,1297,0.626872885452,False
374,vit_00s0541g00010,vit_14s0108g01080,1300,0.626808100289,False
375,vit_08s0007g02010,vit_11s0016g05340,1287,0.625364431487,False
376,vit_07s0031g00750,vit_09s0002g06750,1286,0.624878522838,False
377,vit_09s0002g06750,vit_13s0019g00420,1288,0.624636275461,False
378,vit_00s0499g00030,vit_04s0008g05440,1287,0.624151309408,False
