Total column:,538
FGFR4,0
BRCA2,0
PIK3CA,0
CHEK2,0
CASP8,0
JAZF1,0
MDM4,0
CDKN1B,0
SPOP,0
KLF6,0
TERT,40
NTRK1,0
MAP2K1,0
PTEN,0
TET2,0
AR,0
MXI1,0
ATM,0
TMPRSS2,0
CTNNB1,0
TP53,0
FGFR2,0
